time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),sunshine_duration (s),precipitation_hours (h)
2013-11-06,61,9.4,4.7,4.80,28.9,57.6,15645.56,9.0
2013-11-07,61,13.5,7.1,10.80,27.7,56.9,1453.76,18.0
2013-11-08,61,11.6,7.4,7.90,13.2,28.1,18000.00,10.0
2013-11-09,61,11.6,5.5,4.10,26.1,52.9,21291.02,7.0
2013-11-10,51,8.0,4.2,0.80,19.8,35.3,9439.32,4.0
2013-11-11,3,7.6,1.4,0.00,13.4,24.8,4510.76,0.0
2013-11-12,51,6.8,0.4,0.20,14.2,28.8,17419.32,1.0
2013-11-13,51,9.1,2.5,1.00,17.1,33.5,11834.62,3.0
2013-11-14,3,6.6,0.7,0.00,9.8,23.4,17073.44,0.0
2013-11-15,3,5.1,2.2,0.00,7.6,15.1,1550.64,0.0
2013-11-16,3,4.9,1.7,0.00,14.9,31.0,3288.45,0.0
2013-11-17,3,7.0,3.1,0.00,11.3,21.2,0.00,0.0
2013-11-18,51,7.1,4.2,0.20,14.5,27.0,1345.94,1.0
2013-11-19,3,7.6,4.0,0.00,12.1,23.4,20309.89,0.0
2013-11-20,61,5.7,3.1,15.70,14.6,28.4,0.00,18.0
2013-11-21,3,3.6,-0.8,0.00,15.1,28.4,3104.67,0.0
2013-11-22,53,5.6,3.1,4.30,16.8,30.2,0.00,18.0
2013-11-23,51,6.9,3.1,0.30,14.9,26.3,0.00,2.0
2013-11-24,51,5.5,-0.3,0.10,22.3,45.4,5078.28,1.0
2013-11-25,1,3.1,-1.1,0.00,18.3,31.7,24218.11,0.0
2013-11-26,2,2.3,-3.8,0.00,13.4,26.3,23159.52,0.0
2013-11-27,3,3.2,-4.3,0.00,20.4,37.4,9856.76,0.0
2013-11-28,51,6.7,3.5,0.10,22.4,44.3,10989.29,1.0
2013-11-29,53,5.9,2.4,2.90,25.5,60.5,938.33,10.0
2013-11-30,3,5.1,3.2,0.00,20.1,37.1,256.44,0.0
2013-12-01,3,7.2,3.4,0.00,23.6,47.9,52.46,0.0
2013-12-02,3,5.1,-1.3,0.00,10.9,20.5,22778.12,0.0
2013-12-03,3,2.7,-2.3,0.00,10.6,23.4,19663.57,0.0
2013-12-04,53,4.2,-2.4,2.60,20.6,38.2,0.00,5.0
2013-12-05,73,3.4,0.8,4.10,36.4,82.4,4433.52,7.0
2013-12-06,71,2.5,0.4,0.40,43.9,94.7,13552.70,3.0
2013-12-07,3,1.9,-0.2,0.00,31.7,61.2,21457.85,0.0
2013-12-08,71,6.9,-0.3,3.00,28.4,54.4,0.00,12.0
2013-12-09,53,8.4,7.0,7.50,27.8,55.1,0.00,17.0
2013-12-10,3,8.2,6.9,0.00,8.4,17.3,0.00,0.0
2013-12-11,3,6.7,4.2,0.00,11.3,23.0,0.00,0.0
2013-12-12,3,4.7,3.0,0.00,12.4,22.0,0.00,0.0
2013-12-13,3,4.3,-0.1,0.00,11.4,23.8,21666.48,0.0
2013-12-14,3,3.8,-2.5,0.00,14.1,27.7,20795.98,0.0
2013-12-15,53,5.4,2.5,1.20,18.6,36.0,0.00,3.0
2013-12-16,3,8.2,2.2,0.00,16.8,31.3,21680.18,0.0
2013-12-17,3,8.0,2.2,0.00,15.6,28.8,21655.20,0.0
2013-12-18,3,5.8,0.2,0.00,13.3,23.8,681.08,0.0
2013-12-19,3,7.9,2.2,0.00,19.4,35.6,502.21,0.0
2013-12-20,3,6.1,0.4,0.00,18.2,34.6,0.00,0.0
2013-12-21,3,5.7,1.6,0.00,21.9,45.7,14880.68,0.0
2013-12-22,51,9.7,4.7,0.90,24.2,51.5,0.00,5.0
2013-12-23,61,8.2,5.1,3.20,23.3,42.5,19554.50,4.0
2013-12-24,3,10.8,7.5,0.00,27.1,48.6,5468.06,0.0
2013-12-25,55,9.3,6.4,4.60,21.3,37.4,0.00,8.0
2013-12-26,53,6.6,4.3,1.70,12.7,27.4,8440.29,6.0
2013-12-27,3,6.6,5.1,0.00,23.6,43.9,14439.67,0.0
2013-12-28,51,10.6,6.5,0.40,22.4,43.9,2603.77,2.0
2013-12-29,61,6.9,3.8,8.10,19.1,40.0,11856.23,12.0
2013-12-30,2,4.6,0.3,0.00,17.9,32.4,21963.15,0.0
2013-12-31,3,3.4,-0.4,0.00,14.1,24.1,18750.95,0.0
2014-01-01,3,3.2,-0.3,0.00,14.7,26.3,16281.70,0.0
2014-01-02,3,6.3,0.2,0.00,18.4,34.2,996.18,0.0
2014-01-03,3,7.9,2.3,0.00,18.2,35.3,21495.73,0.0
2014-01-04,53,8.0,4.7,1.10,18.4,41.0,15920.78,3.0
2014-01-05,51,7.2,1.7,0.20,16.1,30.6,761.22,1.0
2014-01-06,55,7.9,0.8,2.90,19.6,37.8,9701.88,8.0
2014-01-07,61,9.9,6.7,5.40,22.4,41.8,22851.78,7.0
2014-01-08,61,9.8,5.3,6.10,28.8,57.6,9816.72,9.0
2014-01-09,53,11.4,4.7,2.00,30.1,68.4,8428.19,6.0
2014-01-10,51,6.5,4.9,0.50,30.1,61.2,11969.88,3.0
2014-01-11,53,6.3,3.4,2.20,29.3,61.9,21231.08,5.0
2014-01-12,51,5.5,2.8,0.10,30.0,57.6,21699.49,1.0
2014-01-13,3,4.0,-1.2,0.00,16.1,32.4,14821.70,0.0
2014-01-14,3,5.8,1.5,0.00,8.0,18.4,2342.93,0.0
2014-01-15,3,4.2,2.9,0.00,10.9,21.2,2294.74,0.0
2014-01-16,71,3.8,1.4,6.50,16.8,32.4,0.00,19.0
2014-01-17,53,8.1,1.0,1.50,11.5,22.3,20658.82,4.0
2014-01-18,3,5.6,-0.4,0.00,20.8,39.6,20611.30,0.0
2014-01-19,3,4.2,-0.8,0.00,22.6,43.2,0.00,0.0
2014-01-20,51,0.1,-2.8,0.90,19.2,41.8,0.00,7.0
2014-01-21,73,-2.3,-4.0,3.70,11.2,23.4,0.00,20.0
2014-01-22,71,-3.7,-4.8,0.00,14.8,29.2,352.00,0.0
2014-01-23,3,-3.7,-6.7,0.00,18.1,33.5,22666.17,0.0
2014-01-24,71,-5.0,-10.0,0.00,21.5,41.0,21312.60,0.0
2014-01-25,3,-7.9,-12.1,0.00,15.5,31.7,25625.09,0.0
2014-01-26,3,-7.1,-12.9,0.00,18.0,40.0,26299.25,0.0
2014-01-27,73,0.2,-6.6,3.00,19.6,38.5,0.00,9.0
2014-01-28,3,-0.2,-5.6,0.00,16.2,29.9,22782.44,0.0
2014-01-29,3,-5.1,-7.2,0.00,20.2,40.0,8684.14,0.0
2014-01-30,3,-1.7,-7.6,0.00,18.9,33.5,26257.79,0.0
2014-01-31,51,1.5,-7.0,0.10,18.7,34.2,3661.47,1.0
2014-02-01,53,3.4,-7.0,1.10,16.6,29.5,24108.87,2.0
2014-02-02,51,3.8,-0.9,0.70,9.2,24.1,1425.38,5.0
2014-02-03,3,3.3,-0.7,0.00,16.1,32.4,4731.53,0.0
2014-02-04,2,5.7,-2.0,0.00,15.0,28.1,28196.81,0.0
2014-02-05,3,4.7,-2.2,0.00,15.4,29.5,28236.80,0.0
2014-02-06,3,8.8,0.9,0.00,15.0,36.4,26633.70,0.0
2014-02-07,53,11.4,2.6,1.90,28.0,60.1,9134.42,4.0
2014-02-08,51,8.5,1.5,1.30,19.1,39.2,21037.70,5.0
2014-02-09,53,8.0,1.6,0.80,18.1,45.0,28375.39,2.0
2014-02-10,3,8.0,-1.5,0.00,18.4,34.2,29959.75,0.0
2014-02-11,51,6.8,1.4,0.30,21.5,52.2,19015.80,3.0
2014-02-12,3,7.4,-0.1,0.00,17.7,30.2,30287.84,0.0
2014-02-13,71,9.2,1.2,3.00,20.7,40.0,21318.08,8.0
2014-02-14,71,7.3,2.2,0.80,24.2,49.3,20732.66,5.0
2014-02-15,51,11.9,4.1,0.40,24.0,44.6,3436.56,2.0
2014-02-16,51,9.6,3.7,0.10,26.0,60.8,31493.39,1.0
2014-02-17,3,9.3,0.8,0.00,13.7,35.3,28448.60,0.0
2014-02-18,3,9.9,-1.1,0.00,12.1,23.0,25522.13,0.0
2014-02-19,51,8.5,1.6,0.60,19.0,37.4,12654.04,4.0
2014-02-20,2,10.4,2.0,0.00,16.2,29.5,31982.82,0.0
2014-02-21,55,10.2,4.0,3.10,15.5,30.2,7629.32,5.0
2014-02-22,1,9.7,0.3,0.00,16.8,35.3,32713.29,0.0
2014-02-23,3,9.7,-1.9,0.00,16.9,35.3,32966.97,0.0
2014-02-24,1,10.6,-0.9,0.00,18.9,34.2,33272.35,0.0
2014-02-25,3,11.8,1.2,0.00,14.3,28.4,33551.73,0.0
2014-02-26,3,11.6,0.5,0.00,8.8,19.1,21549.96,0.0
2014-02-27,53,11.6,0.1,1.60,8.2,19.1,32605.06,3.0
2014-02-28,51,9.0,0.3,1.70,12.8,33.1,33560.66,7.0
2014-03-01,3,10.2,-2.4,0.00,12.4,22.0,31257.49,0.0
2014-03-02,3,9.7,1.2,0.00,10.7,23.0,31705.25,0.0
2014-03-03,3,9.6,2.2,0.00,21.2,42.8,34228.66,0.0
2014-03-04,3,11.2,4.6,0.00,13.2,29.2,30611.74,0.0
2014-03-05,51,10.1,2.4,0.40,9.9,22.7,32449.80,3.0
2014-03-06,3,7.1,3.6,0.00,6.8,14.4,383.00,0.0
2014-03-07,3,9.1,1.9,0.00,10.6,26.3,30775.66,0.0
2014-03-08,3,10.9,1.8,0.00,10.6,20.2,36497.28,0.0
2014-03-09,2,14.9,0.9,0.00,14.5,31.3,36926.85,0.0
2014-03-10,1,14.6,1.0,0.00,11.5,20.9,37246.42,0.0
2014-03-11,0,13.0,1.6,0.00,15.6,33.1,37572.88,0.0
2014-03-12,0,12.2,-1.0,0.00,8.9,18.0,37827.74,0.0
2014-03-13,1,14.3,0.2,0.00,10.5,15.1,38019.61,0.0
2014-03-14,3,12.2,-1.1,0.00,20.3,38.2,38080.91,0.0
2014-03-15,53,10.2,6.0,2.80,40.6,80.6,29840.96,7.0
2014-03-16,53,11.1,5.9,4.60,37.2,73.1,1330.45,9.0
2014-03-17,51,11.4,8.1,0.20,32.4,63.0,8712.70,2.0
2014-03-18,51,12.4,7.2,0.60,24.0,50.0,9653.24,4.0
2014-03-19,53,11.3,6.5,3.50,26.0,61.9,12614.42,11.0
2014-03-20,3,17.6,7.3,0.00,24.5,43.9,38988.68,0.0
2014-03-21,51,19.6,7.9,0.40,27.6,61.2,37710.41,2.0
2014-03-22,55,13.9,5.5,3.20,15.5,35.6,15357.25,5.0
2014-03-23,3,9.9,4.6,0.00,13.4,25.9,12235.89,0.0
2014-03-24,53,8.9,1.9,4.00,11.3,27.4,15230.75,12.0
2014-03-25,53,8.6,1.3,3.40,13.6,32.0,26543.97,10.0
2014-03-26,3,10.5,-0.1,0.00,16.5,32.4,40821.73,0.0
2014-03-27,3,11.7,1.8,0.00,15.5,34.2,39978.66,0.0
2014-03-28,3,12.7,3.3,0.00,15.1,30.6,4648.72,0.0
2014-03-29,3,16.3,2.9,0.00,9.5,22.3,41707.52,0.0
2014-03-30,1,17.6,3.2,0.00,10.1,23.0,42067.81,0.0
2014-03-31,2,16.4,3.2,0.00,10.8,25.9,42207.33,0.0
2014-04-01,51,13.3,3.9,0.60,14.3,26.3,39123.88,4.0
2014-04-02,51,17.0,4.4,0.50,15.8,34.6,42486.24,3.0
2014-04-03,53,19.9,7.5,0.80,16.1,30.2,42625.40,1.0
2014-04-04,51,14.8,5.7,0.80,19.1,40.7,42764.19,5.0
2014-04-05,53,14.8,6.7,2.10,15.6,35.3,35583.41,9.0
2014-04-06,3,16.6,7.0,0.00,10.3,24.8,34496.70,0.0
2014-04-07,53,19.4,10.1,3.90,13.1,30.2,37386.36,6.0
2014-04-08,61,17.3,7.4,2.70,26.6,57.6,40217.55,2.0
2014-04-09,61,12.4,5.3,5.50,29.3,70.9,39600.00,14.0
2014-04-10,51,9.7,5.8,0.40,20.4,41.0,3915.79,4.0
2014-04-11,51,12.0,4.5,0.60,11.4,25.6,19362.62,3.0
2014-04-12,51,14.5,5.2,0.10,7.3,18.7,31300.06,1.0
2014-04-13,53,14.1,8.0,1.90,23.2,52.2,42938.62,7.0
2014-04-14,55,10.5,5.3,6.30,31.1,75.6,33106.07,17.0
2014-04-15,53,10.5,4.0,2.50,25.3,50.0,41255.87,6.0
2014-04-16,3,11.9,2.3,0.00,12.1,23.0,44470.16,0.0
2014-04-17,3,13.1,1.4,0.00,16.9,36.7,36843.79,0.0
2014-04-18,61,11.1,4.3,6.30,14.8,28.4,35834.50,14.0
2014-04-19,3,19.1,2.7,0.00,19.9,49.3,46333.24,0.0
2014-04-20,55,18.3,11.0,2.40,21.7,47.2,44408.47,3.0
2014-04-21,53,17.4,9.8,2.80,19.4,42.5,45858.10,9.0
2014-04-22,61,19.5,9.1,4.70,10.8,29.2,38485.49,5.0
2014-04-23,61,19.5,9.5,2.60,11.0,20.2,36529.53,5.0
2014-04-24,51,18.0,9.3,0.10,10.3,20.9,22003.98,1.0
2014-04-25,1,20.9,10.7,0.00,17.5,41.8,47851.16,0.0
2014-04-26,61,19.7,9.5,3.90,16.2,33.1,47911.08,5.0
2014-04-27,3,18.3,10.1,0.00,18.8,39.2,41502.96,0.0
2014-04-28,2,18.9,10.6,0.00,15.7,34.6,44325.48,0.0
2014-04-29,2,20.4,8.3,0.00,11.2,17.6,43803.19,0.0
2014-04-30,3,20.3,8.8,0.00,10.3,25.2,49358.97,0.0
2014-05-01,51,18.5,8.6,0.80,18.5,38.2,45719.20,4.0
2014-05-02,61,8.0,4.3,14.00,18.8,36.7,1930.55,15.0
2014-05-03,3,12.9,2.2,0.00,12.6,30.2,42148.09,0.0
2014-05-04,3,10.3,4.3,0.00,18.0,36.7,17075.62,0.0
2014-05-05,3,12.7,4.9,0.00,9.9,19.1,19283.68,0.0
2014-05-06,3,19.1,4.9,0.00,19.0,37.8,32511.36,0.0
2014-05-07,53,17.2,9.9,1.10,23.0,45.4,38020.98,4.0
2014-05-08,55,16.8,9.2,3.00,18.3,50.8,46315.80,6.0
2014-05-09,61,17.7,10.5,5.50,21.9,56.5,35786.74,10.0
2014-05-10,61,16.6,9.3,4.10,25.7,48.6,29724.69,9.0
2014-05-11,61,16.0,10.5,3.50,28.4,64.1,50400.00,7.0
2014-05-12,51,14.3,8.9,2.30,27.1,57.2,28502.15,13.0
2014-05-13,53,14.6,8.4,2.90,16.6,40.0,50400.00,10.0
2014-05-14,51,13.0,6.9,1.80,20.5,44.3,50400.00,11.0
2014-05-15,51,14.9,7.4,1.20,21.3,45.0,42069.60,6.0
2014-05-16,3,16.9,6.2,0.00,23.0,48.2,46127.35,0.0
2014-05-17,51,18.7,8.4,1.40,23.4,46.8,40247.09,5.0
2014-05-18,63,13.7,9.2,16.50,13.7,27.7,7562.82,11.0
2014-05-19,51,18.2,8.4,0.20,11.4,30.2,35401.93,1.0
2014-05-20,1,24.9,10.5,0.00,9.2,20.2,50978.22,0.0
2014-05-21,3,26.4,11.5,0.00,13.1,28.1,50732.76,0.0
2014-05-22,3,27.8,16.1,0.00,18.5,37.8,51616.95,0.0
2014-05-23,55,24.8,15.9,2.20,19.3,37.4,38465.48,4.0
2014-05-24,51,20.6,14.4,0.30,10.0,23.8,31148.57,2.0
2014-05-25,3,22.1,12.1,0.00,10.3,24.8,51009.13,0.0
2014-05-26,3,23.2,13.0,0.00,19.1,38.9,49811.72,0.0
2014-05-27,61,20.6,12.8,12.10,21.7,44.6,18176.89,20.0
2014-05-28,61,12.4,9.1,19.50,21.6,41.0,0.00,24.0
2014-05-29,53,13.1,8.3,1.10,18.1,37.1,19353.20,4.0
2014-05-30,3,18.2,6.2,0.00,15.2,36.4,52407.95,0.0
2014-05-31,3,19.1,8.6,0.00,15.8,36.7,52753.79,0.0
2014-06-01,3,18.1,9.5,0.00,12.4,29.9,53325.79,0.0
2014-06-02,51,18.2,9.0,0.20,14.0,29.2,30265.50,2.0
2014-06-03,53,19.0,9.9,1.70,8.7,24.1,35874.70,5.0
2014-06-04,3,20.6,12.9,0.00,12.8,23.8,45414.15,0.0
2014-06-05,61,19.6,11.3,3.40,20.0,43.2,31934.82,6.0
2014-06-06,1,22.9,9.8,0.00,9.9,23.8,54420.74,0.0
2014-06-07,3,27.4,12.0,0.00,8.7,20.2,53876.99,0.0
2014-06-08,3,31.8,15.9,0.00,11.1,20.2,53165.00,0.0
2014-06-09,3,29.3,16.8,0.00,14.9,26.6,53948.59,0.0
2014-06-10,61,30.7,19.3,2.30,17.9,33.8,54637.79,2.0
2014-06-11,61,27.5,18.9,5.80,17.1,33.5,31160.56,6.0
2014-06-12,3,21.5,15.1,0.00,19.1,37.8,53872.64,0.0
2014-06-13,51,17.7,13.4,1.50,22.3,52.2,26932.77,7.0
2014-06-14,61,18.8,11.9,3.10,16.7,34.9,49614.96,7.0
2014-06-15,3,19.8,11.7,0.00,8.7,21.6,46386.84,0.0
2014-06-16,3,19.4,11.9,0.00,13.9,28.4,45825.15,0.0
2014-06-17,51,21.2,13.2,0.20,10.9,27.0,51578.18,1.0
2014-06-18,3,22.6,11.9,0.00,16.6,33.1,53790.91,0.0
2014-06-19,51,17.2,13.6,0.20,24.6,49.3,4015.04,1.0
2014-06-20,51,17.7,13.3,0.60,23.5,47.5,28893.62,4.0
2014-06-21,51,16.5,12.1,0.90,22.4,49.0,38262.36,7.0
2014-06-22,3,19.1,12.1,0.00,24.0,52.6,54323.21,0.0
2014-06-23,3,17.6,11.7,0.00,20.7,40.7,20260.20,0.0
2014-06-24,53,17.9,10.7,2.40,15.2,37.1,45382.12,8.0
2014-06-25,63,14.4,10.9,20.20,14.0,38.5,0.00,20.0
2014-06-26,3,19.5,8.7,0.00,8.8,16.9,54765.16,0.0
2014-06-27,51,21.9,10.7,0.10,10.6,23.8,48852.16,1.0
2014-06-28,53,22.9,14.1,2.20,12.5,35.3,33177.76,5.0
2014-06-29,53,19.2,13.9,2.90,21.7,44.3,7718.72,9.0
2014-06-30,61,19.3,12.7,5.20,17.7,29.9,38193.03,6.0
2014-07-01,2,18.9,11.4,0.00,15.4,36.0,51694.71,0.0
2014-07-02,2,19.8,9.4,0.00,17.2,37.4,53208.36,0.0
2014-07-03,3,23.6,10.0,0.00,14.6,31.0,54498.58,0.0
2014-07-04,3,29.4,12.1,0.00,12.6,30.2,54600.56,0.0
2014-07-05,3,28.2,17.3,0.00,13.5,33.1,38140.49,0.0
2014-07-06,3,28.7,17.3,0.00,10.7,30.6,53718.64,0.0
2014-07-07,53,26.9,20.0,2.20,15.9,36.7,50800.35,3.0
2014-07-08,65,28.8,18.4,26.10,16.3,45.0,20813.39,14.0
2014-07-09,63,24.8,17.8,25.40,22.3,48.2,25999.35,20.0
2014-07-10,63,25.8,16.5,4.50,19.6,51.1,53114.20,5.0
2014-07-11,63,24.6,15.6,4.60,19.8,37.4,53632.69,5.0
2014-07-12,53,20.8,13.6,2.00,15.2,27.7,50617.05,4.0
2014-07-13,53,22.0,11.9,2.60,14.8,38.2,41743.87,5.0
2014-07-14,51,23.2,15.2,0.90,16.1,38.5,39144.37,3.0
2014-07-15,3,24.5,16.3,0.00,13.5,32.8,50793.42,0.0
2014-07-16,51,24.5,16.3,0.20,9.2,22.3,51201.78,1.0
2014-07-17,2,25.6,15.5,0.00,8.7,15.1,52980.48,0.0
2014-07-18,1,28.4,15.2,0.00,10.9,20.2,52918.41,0.0
2014-07-19,1,30.3,16.6,0.00,14.6,24.8,52852.98,0.0
2014-07-20,3,32.1,18.2,0.00,15.0,26.6,50557.14,0.0
2014-07-21,3,28.6,21.1,0.00,19.9,38.5,44927.71,0.0
2014-07-22,3,27.5,18.8,0.00,19.6,42.8,51961.32,0.0
2014-07-23,2,26.5,18.4,0.00,21.8,37.1,51787.19,0.0
2014-07-24,63,23.8,17.5,15.40,16.7,44.6,11527.51,16.0
2014-07-25,61,23.9,17.3,8.50,15.7,43.9,31723.95,11.0
2014-07-26,51,27.2,16.3,0.20,11.0,26.3,45905.34,1.0
2014-07-27,53,29.2,18.2,1.20,7.6,18.7,40895.53,3.0
2014-07-28,61,26.5,18.6,3.60,13.0,21.2,30751.34,6.0
2014-07-29,63,27.2,19.9,10.90,13.0,24.5,40960.05,11.0
2014-07-30,61,24.4,19.1,7.50,17.0,33.1,33970.28,12.0
2014-07-31,3,23.5,16.3,0.00,14.5,30.2,50873.37,0.0
2014-08-01,3,25.2,15.4,0.00,13.0,29.5,43677.50,0.0
2014-08-02,53,27.7,17.5,1.70,15.0,37.4,50055.55,6.0
2014-08-03,63,26.4,19.1,19.00,9.8,28.8,45153.57,12.0
2014-08-04,51,23.2,18.2,0.10,11.0,25.9,27066.74,1.0
2014-08-05,53,23.3,15.8,1.20,13.1,25.6,45635.34,4.0
2014-08-06,3,23.8,15.3,0.00,9.0,18.4,49782.39,0.0
2014-08-07,61,24.7,14.7,2.70,9.2,28.4,45721.35,4.0
2014-08-08,3,24.3,14.6,0.00,10.0,22.7,49603.82,0.0
2014-08-09,55,26.4,17.1,1.90,20.9,46.4,49514.13,4.0
2014-08-10,51,27.4,14.7,0.90,17.1,43.2,44655.44,4.0
2014-08-11,53,22.9,15.4,2.20,19.2,43.2,43744.12,4.0
2014-08-12,61,21.7,13.1,1.70,19.3,54.0,49244.37,2.0
2014-08-13,61,24.3,13.3,9.00,14.4,31.3,40085.34,7.0
2014-08-14,61,21.2,14.6,4.00,18.3,38.5,48774.07,4.0
2014-08-15,53,20.1,14.1,1.60,11.6,28.8,38116.61,5.0
2014-08-16,53,19.8,13.2,1.40,18.6,43.6,46390.08,6.0
2014-08-17,51,20.9,13.7,0.90,23.7,48.2,41166.88,4.0
2014-08-18,51,19.5,14.4,1.40,27.8,61.9,41595.39,6.0
2014-08-19,53,20.1,12.5,2.80,19.7,46.1,42346.43,7.0
2014-08-20,3,17.4,10.4,0.00,26.2,51.1,34620.02,0.0
2014-08-21,51,18.6,8.4,0.20,12.8,36.4,46847.12,1.0
2014-08-22,3,20.0,8.9,0.00,17.1,38.2,42885.54,0.0
2014-08-23,51,18.7,12.3,0.20,15.8,38.2,43763.82,1.0
2014-08-24,2,17.5,10.7,0.00,19.6,43.9,45554.35,0.0
2014-08-25,53,17.6,10.2,1.10,17.7,42.5,43514.95,5.0
2014-08-26,53,17.3,11.0,1.60,7.0,16.6,19741.66,7.0
2014-08-27,51,19.9,8.3,0.10,14.8,30.2,42342.98,1.0
2014-08-28,3,22.2,9.3,0.00,9.1,23.8,45053.00,0.0
2014-08-29,53,19.6,11.7,3.00,12.0,26.3,10780.42,6.0
2014-08-30,61,22.0,12.4,2.90,14.1,34.2,37361.87,6.0
2014-08-31,53,17.9,12.9,3.70,9.8,23.4,13489.48,11.0
2014-09-01,53,18.2,13.1,3.70,13.4,29.2,0.00,12.0
2014-09-02,53,19.0,13.3,4.50,17.0,28.8,10769.46,8.0
2014-09-03,3,20.7,13.2,0.00,18.5,38.2,34086.76,0.0
2014-09-04,3,22.5,12.9,0.00,18.5,39.2,38198.97,0.0
2014-09-05,3,24.5,13.7,0.00,14.1,32.0,43200.00,0.0
2014-09-06,3,25.6,14.1,0.00,12.3,27.0,43200.00,0.0
2014-09-07,61,25.0,15.5,4.40,11.2,21.6,39990.24,8.0
2014-09-08,2,22.3,14.7,0.00,10.6,21.2,43094.54,0.0
2014-09-09,3,19.4,12.2,0.00,16.9,35.3,30049.52,0.0
2014-09-10,53,17.9,11.3,2.10,18.4,38.2,33347.18,5.0
2014-09-11,51,19.1,10.8,1.90,19.3,35.6,37014.70,8.0
2014-09-12,51,20.2,14.5,0.40,27.1,51.5,26.01,2.0
2014-09-13,51,21.2,16.0,0.40,14.8,28.1,0.00,2.0
2014-09-14,53,19.6,15.9,4.20,15.2,29.5,456.94,9.0
2014-09-15,3,24.5,15.7,0.00,15.5,37.4,40151.08,0.0
2014-09-16,1,23.6,14.8,0.00,17.0,36.7,41502.95,0.0
2014-09-17,1,23.2,14.0,0.00,15.7,34.2,41260.69,0.0
2014-09-18,1,23.5,14.2,0.00,16.8,37.4,40041.21,0.0
2014-09-19,53,21.6,12.9,2.60,9.7,23.0,39664.84,8.0
2014-09-20,61,21.4,12.3,12.40,6.8,18.0,34177.56,10.0
2014-09-21,53,18.4,13.2,1.10,19.2,35.6,9862.81,4.0
2014-09-22,51,14.4,10.4,2.20,26.8,51.5,36427.05,10.0
2014-09-23,3,14.7,9.8,0.00,19.5,40.3,37215.59,0.0
2014-09-24,3,15.6,10.2,0.00,16.4,33.5,16121.09,0.0
2014-09-25,53,16.3,10.2,0.90,21.0,53.3,23766.92,2.0
2014-09-26,53,17.0,12.8,1.00,16.9,32.0,111.02,3.0
2014-09-27,1,16.3,8.8,0.00,12.8,29.2,34257.82,0.0
2014-09-28,3,20.0,7.9,0.00,8.2,23.8,37030.84,0.0
2014-09-29,51,22.3,9.7,0.20,8.5,20.2,34525.01,1.0
2014-09-30,55,19.7,13.7,1.60,12.0,26.6,24153.59,2.0
2014-10-01,3,18.9,12.4,0.00,7.3,18.0,23894.83,0.0
2014-10-02,51,19.4,11.2,0.10,7.9,13.3,36000.00,1.0
2014-10-03,2,18.5,11.0,0.00,10.0,25.2,36034.45,0.0
2014-10-04,1,17.6,9.6,0.00,16.9,37.1,36199.29,0.0
2014-10-05,3,17.0,9.2,0.00,13.7,28.8,26518.75,0.0
2014-10-06,3,17.6,11.1,0.00,18.7,40.7,35667.93,0.0
2014-10-07,61,18.5,12.3,6.60,24.8,46.8,9292.91,6.0
2014-10-08,53,19.0,11.8,2.10,21.0,40.3,20332.67,5.0
2014-10-09,53,21.2,15.0,4.20,17.9,43.6,19733.88,11.0
2014-10-10,53,19.3,13.0,1.00,11.6,26.3,34058.37,4.0
2014-10-11,53,16.6,13.2,6.30,10.8,19.4,106.77,13.0
2014-10-12,3,16.5,10.7,0.00,12.6,25.9,27928.54,0.0
2014-10-13,51,20.5,12.3,1.20,16.6,35.3,25483.72,5.0
2014-10-14,51,16.8,11.0,0.70,10.5,31.0,837.50,4.0
2014-10-15,61,17.4,10.1,4.60,11.8,29.2,27136.13,12.0
2014-10-16,53,14.3,8.9,2.80,11.2,17.3,2925.01,10.0
2014-10-17,3,16.4,10.6,0.00,15.7,34.6,21866.00,0.0
2014-10-18,3,17.5,10.8,0.00,14.1,24.5,2143.79,0.0
2014-10-19,53,21.0,11.6,1.50,22.0,50.0,33129.66,3.0
2014-10-20,51,16.2,11.8,1.10,27.7,57.6,29252.94,6.0
2014-10-21,55,14.5,10.9,3.50,18.4,35.3,15434.59,7.0
2014-10-22,61,11.4,8.0,13.30,26.7,51.8,0.00,12.0
2014-10-23,3,11.9,9.7,0.00,13.2,24.5,0.00,0.0
2014-10-24,3,10.5,6.6,0.00,14.8,28.4,7969.18,0.0
2014-10-25,3,12.3,5.0,0.00,15.0,29.2,13396.47,0.0
2014-10-26,3,13.6,8.7,0.00,12.7,22.3,10797.31,0.0
2014-10-27,3,15.0,7.6,0.00,12.3,24.1,28979.91,0.0
2014-10-28,2,11.7,4.0,0.00,13.2,26.6,30574.40,0.0
2014-10-29,3,10.1,3.6,0.00,13.1,26.3,30409.69,0.0
2014-10-30,3,9.4,6.6,0.00,7.1,12.2,0.00,0.0
2014-10-31,3,14.1,8.3,0.00,10.0,22.0,950.74,0.0
2014-11-01,3,16.5,7.7,0.00,9.5,15.5,29257.36,0.0
2014-11-02,3,16.5,7.7,0.00,14.5,25.2,29316.43,0.0
2014-11-03,51,16.9,11.0,0.20,20.9,41.8,26588.23,1.0
2014-11-04,3,14.8,8.4,0.00,19.0,36.7,20369.13,0.0
2014-11-05,53,12.8,7.5,0.80,11.0,25.2,13408.83,2.0
